C1400|Hallmark Cards
T9300|Intl Assn Amusement Parks & Attractions
|LOUISIANA FOR AMERICAN SECURITY POLITICAL ACTION C
F4700|Appraisal Institute
G4300|Macy's Inc
H4300|Sanofi
|Baker
|PAUL HASTINGS LLP POLITICAL ACTION COMMITTEE      
J1200|Potter-Randall County Democratic Club
G2850|National Beer Wholesalers Assn
E1620|Southern Co
E1140|Piedmont Natural Gas
E1140|AGL Resources
|GOLDEN STATE POLITICAL ACTION COMMITTEE           
G5250|American Staffing Assn
E1110|Murphy Oil
LT500|International Longshoremens Assn 1416
Z1100|Dan Burton for Congress Cmte
J7150|New York Choice PAC
G5200|National Court Reporters Assn
B1000|Associated General Contractors/ND
A1600|Farmers' Rice Cooperative
J2400|Oregon Smith Fund
J7500|Armenian National Cmte
F3300|American Council of Life Insurers
G2850|Wine & Spirits Wholesalers of America
|PLUMBERS & PIPEFITTERS LOCAL UNION NO. 295 PAC    
T6200|Crowley Maritime
J7500|Congressional Black Caucus PAC
F1100|New Mexico Bankers Assn
Z1200|Berman for Congress
JE300|Ecology & Environment Cmte for Responsible Govt
J7700|KidsPAC
J5100|National Action Cmte
B6000|Caterpillar Inc
|NEW YORK STATE PUBLIC EMPLOYEES FEDERATION - COPE 
|ST. LOUISANS FOR BETTER GOVERNMENT                
G2400|Wawa Inc
Z1100|Frelinghuysen for Congress
M1000|Contran Corp
J1100|Lincoln Club of Northern California
Z1200|Friends of Dick Durbin
K1000|Fulbright & Jaworski
A4300|CHS Inc
Z5200|Third Congressional District Democratic Cmte
L1200|AFSCME District Council 37
Z5200|Democratic Party of Mississippi
|FRIENDS OF RON PACKARD                            
LB100|Plumbers/Pipefitters Union Local 602
G1200|Small Business Council of America
LB100|Carpenters Union/New England
H1700|American Assn for Respiratory Care
F2500|National Venture Capital Assn
Z5100|Republican Party of Georgia
K1200|Blank Rome LLP
A4000|Crop Insurance & Reinsurance Bureau
|NATIONAL PAC INC A/K/A NATPAC                     
A6000|National Farmers Union
E1140|EQT Corp
|CONGRESSIONAL AGENDA: MILLENNIUM                  
K1000|DLA Piper
|DOLLAR SAVINGS BANK POLITICAL ACTION COMMITTEE (DO
LB100|Operating Engineers Local 30
D3000|Cubic Corp
|R I BRICKLAYERS POLITICAL ACTION COMMITTEE        
|HEAT AND FROST INSULATORS AND ALLIED WORKERS LOCAL
A1100|Plains Cotton Cooperative Assn
|UNITED POLITICAL ACTION COMMITTEE                 
|VALMONT INDUSTRIES (INC) POLITICAL ACTION COMMITTE
B4300|National Society of Professional Surveyors
Z5100|Republican Party of Oregon
F2100|American Benefits Council
|NV ENERGY POLITICAL ACTION COMMITTEE              
H2200|National HealthCare Corp
F3100|Erie Insurance
Z1200|Tallon for Congress Cmte
A1400|National Potato Council
Z1200|Kaptur for Congress
A1400|Desert Grape Growers League/California
LB100|Laborers Union Local 91
J7120|Virginia Society for Human Life
G2820|California Assn of Winegrape Growers
LB100|Plumbers/Pipefitters Union Local 9
|FLORIDA RIGHT TO LIFE POLITICAL ACTION COMMITTEE  
J5100|BAYPAC
Z1200|Spratt for Congress Cmte
|CONTINENTAL GRAIN COMPANY POLITICAL ACTION COMMITT
Z5200|Democratic Party of Virginia
F3100|Trustmark Insurance
C4300|PCIA: The Wireless Infrastructure Assn
LB100|Ironworkers Union Local 67
Z1200|Levin for Congress
Z5100|Republican Party of Kentucky
K1000|American Intellectual Property Law Assn
J7120|West Virginians for Life
L1300|American Federation of Teachers
G2910|Aramark Corp
B3400|National Assn Plumbing-Heating-Cooling Contractors
JD200|Peace Action
J7120|Missouri Right to Life
Z5100|Republican Central Cmte of Orange County
LT500|International Longshoremens Assn
F3300|New York Life Insurance
|CONNECTICUT CITIZEN ACTION GROUP FED PAC          
|PETROLEUM RETAILERS AND AUTO REPAIR ASSOCIATION   
|JUSTICE-PAC                                       
G2850|Michigan Beer & Wine Wholesalers Assn
K1000|O'Melveny & Myers
F1100|United Community Bankers
H2100|Healthcare Assn of New York State
|NATIONAL TAX LIMITATION COMMITTEE POLITICAL ACTION
E1210|Drummond Co
G4900|Walgreen Co
|
G2820|Bacardi USA
Z5200|Democratic Party of South Dakota
F1200|Heartland Community Bankers Assn
K1000|Kutak Rock LLP
Z5200|Democratic Party of Harris County
F3200|Blue Cross/Blue Shield of Florida
A5000|International Wood Products Assn
A6500|Ohio Farm Bureau
F3300|Protective Life Corp
E1620|TECO Energy
E1600|American Public Power Assn
H1100|Cooperative of American Physicians
Z5200|Democratic Party of Colorado
Z5200|Democratic Party of New Mexico
F3300|AXA Equitable Life Insurance
Z5200|Federal 7th Congressional District DFL
Z5100|Republican Party of Ohio
L0000|Operating Engineers Local 1
Z5200|West Virginia State Democratic Exec Cmte
F2100|Federated Investors Inc
LC150|IBEW Local 98
|PAF COMMITTEE THE ST PAUL MN AREA LOCAL AMERICAN P
X4100|National Community Action Foundation
K1000|Thompson Hine LLP
G6100|Outdoor Amusement Business Assn
K1000|Davis Wright Tremaine LLP
E1620|MDU Resources Group
|NATIONAL STAR ROUTE MAIL CONTRACTORS ASSOCIATION P
LB100|Ironworkers Union Local 401
T9000|National Park Hospitality Assn
T5100|CSX Corp
F3100|Employers Mutual Casualty
LB100|Operating Engineers Local 15
J7120|Kentucky Pro-Life PAC
F3100|USAA
L1500|National League of Postmasters
LB100|Laborers Union Local 1184
Z5100|Republican Party 2nd Cong Dist Wisc
Z5100|New Jersey Republican State Cmte
L0000|Intl Fedn of Prof & Technical Engineers
L1100|Federal Managers Assn
A1200|Minn-Dak Farmers Co-Op
Z5100|11th Congr District Republican Party
J1100|Republican Main Street Partnership
LB100|Plumbers/Pipefitters Union Local 619
Z1200|Committee to Elect Gary Ackerman
F1100|Old National Bank In Evansville
|PHILADELPHIA JOINT BOARD POLITICAL ACTION COMMITTE
G5290|G4S Secure Solutions
|NATIONAL CLUB ASSOCIATION POLITICAL ACTION COMMITT
F1000|National Bankers Assn
K1000|Bricker & Eckler
J2100|SAC PAC
F1100|Huntington Bancshares
K1000|Bingham McCutchen LLP
Z5200|Democratic Party of North Carolina
Z5100|Republican Party of Buncombe County
Z1200|Riegle for Senate Cmte
E1600|Cleco Corp
|MID MANHATTAN POLITICAL ACTION COMMITTEE (MID PAC)
Z1100|Friends for Frank Wolf
B5300|American Supply Assn
E1120|Independent Oil & Gas Assn of PA
G5300|Association of Progressive Rental Organizations
X0000|School Nutrition Assn
A1200|Southern Minn Beet Sugar Co-Op
A1400|California Citrus Mutual
Z1200|Visclosky for Congress Cmte
F2300|Stephens Inc
Z5200|Democratic Party of Arizona
Z1200|Citizens for Harkin
A2000|Blue Bell Creameries
J2400|Fund to Keep America Number One
Z5200|Democratic Party of Illinois
Z5200|Democratic Party of Pennsylvania
Z5100|Oklahoma Leadership Council
M8000|Alice Manufacturing
Z5200|Connecticut Democratic State Central Cmte
Z5200|Democratic Party of Tennessee
F3300|Torchmark Corp
Z1200|Citizens for Waters
E1210|Arch Coal
A1200|American Sugarbeet Growers Assn
C2000|Viacom International
K1200|Lockridge Grindal Nauen PLLP
H3000|American Ambulance Assn
K1200|McGlinchey Stafford PLLC
|THE PHOENIX COMPANIES
F3400|Hartford Financial Services
|INTERNATIONAL ASSOCIATION OF MACHINIST
|Dickie
|HOME FEDERAL BANK OF TENNESSEE PAC                
A6500|Indiana Farm Bureau
G2300|Tyson Foods
Z5100|Republican Party of Idaho
F3100|National Assn/Mutual Insurance Companies
J7400|Women's Action for New Directions
A6500|Missouri Farm Bureau/St Louis
K1000|Holland & Knight
H1120|American Soc Cataract/Refractive Surgery
|LAROUCHE CAMPAIGN                                 
F3400|Liberty Mutual Insurance
M1000|DuPont Co
|MUFG AMERICAS HOLDINGS CORPORATION POLITICAL ACTIO
J7200|National Cmte to Preserve Social Security
J7120|Pennsylvania Pro-Life Federation
F1100|Wilmington Trust Co
F1100|Missouri Bankers Assn
Z5100|Republican State Cmte of Delaware
J7120|Georgia Right to Life
Z1200|Friends of Danny K Davis
E1150|Bass Brothers Enterprises
A1100|Calcot Ltd
A4000|American Assn of Crop Insurers
A2300|United Egg Assn
F1300|Nebraska Credit Union League
G5400|Service Corp International
H1710|American Assn of Nurse Anesthetists
|ASSOCIATION OF FLORAL IMPORTERS OF FLORIDA POLITIC
J7120|Wisconsin Right to Life
|MINE SAFETY APPLIANCES COMPANY POLITICAL ACTION CO
|WINEAMERICA PAC                                   
F3100|Guardian Life Insurance
LB100|Plumbers/Pipefitters Union Local 322
|Retail
K1000|Baker & Hostetler
Z5100|Santa Barbara County Repub Central Cmte
|NORTHWEST NATURAL GAS POLITICAL ACTION COMMITTEE  
G3000|American Wholesale Marketers Assn
|LAMAR CORPORATION POLITICAL ACTION COMMITTEE (LAMA
LT300|Teamsters Local 830
J7120|Kansans for Life
LT500|Intl Longshoremen's/Warehousemen's Union
B5100|Texas Industries
J1200|Democratic Foundation of Orange County
T1600|American Assn of Airport Executives
F3200|Unum Group
E1620|PG&E Corp
A8000|Asplundh Tree Expert Co
PB|Pillsbury
F1200|People's United Bank
Z5200|Democratic Party of New Hampshire
Z1200|Friends of Rick Boucher
LT300|Teamsters Joint Council 53
T4100|National School Transportation Assn
Z5200|Maine Democratic State Cmte
|NATIONAL ASSOCIATION FOR MEDICAL DIRECTION OF RESP
|1ST SOURCE CORPORATION POLITICAL ACTION COMMITTEE 
H3700|Aetna Inc
Z1100|Raese for Senate Cmte
M1500|Arkema Inc
K1200|Erickson & Sederstrom
E1120|Independent Oil Producers' Agency
T9300|Ryman Hospitality Properties
F1100|BancorpSouth Bank
F2100|Voya Financial
J1100|America's PAC
|MODERN WOODMEN OF AMERICA POLITICAL ACTION COMMITT
H2100|Universal Health Services
A1600|Virginia-Carolina's Peanut PAC
A1200|Rio Grande Valley Sugar Growers
F3100|Assurant Inc
F1100|PNC Bank National Assn
A2000|Western United Dairymen
C4100|Verizon Communications
|Smith
Z5100|Republican Party of Louisiana
J5100|City PAC
|NORTHWESTERN ENERGY EMPLOYEES PAC                 
T3100|National Tank Truck Carriers Inc
Z5100|Seventh District Republican Party of Wisconsin
F5300|H&R Block
J7400|Women's Political Cmte
Z5200|Democratic Party of Oregon
|INDEPENDENT DEMOCRATS FOR LAROUCHE                
H3100|National Assn for Home Care
Z5100|Seventh District Republican Cmte
|SHEET METAL WORKERS LOCAL 100 POLITICAL ACTION COM
Z1100|Tierney for Congress Cmte
E1120|Southwestern Energy
Z5200|Democratic Party of Oklahoma
LB100|Plumbers/Pipefitters Union Local 274
LB100|Plumbers/Pipefitters Union Local 14
Z5200|Democratic Party of Alaska
Z5100|Republican Party of the District of Columbia
J1100|500 Club
|AUSTIN POWDER COMPANY POLITICAL ACTION COMMITTEE (
F1100|Renasant Bank
Z5100|Warren County Republican Executive Cmte
H3000|National Assn of Rehab Providers & Agcys
|ELECTIONS COMMITTEE OF THE COUNTY OF ORANGE FEDERA
LB100|Plumbers/Pipefitters Union Local 74
F1100|First Midwest Bancorp
F3300|Standard Insurance Co
F0000|Financial Services Roundtable
Z1100|McConnell Senate Cmte '14
T3100|ArcBest Corp
J7400|EMILY's List
A6000|Illinois Agricultural Assn
Z1100|Shelby for US Senate
A4000|Farm Credit Council
G2350|Pacific Seafood Processors Assn
|ALUMINUM BRICK & GLASS WORKERS INTERNATIONAL LOCAL
H1750|American Pharmacists Assn
A1400|Western Growers Assn
G2400|Safeway Inc
G2820|Beam Suntory
F1100|National Bank of South Carolina
J5400|Arab American Leadership PAC
|JOHN EVANS POLITICAL ACTION COMMITTEE             
K1000|Winstead PC
H2100|North Carolina Hospital Assn
F3200|Blue Cross & Blue Shield Assn
Z1100|Gallegly for Congress
J5100|Maryland Assn for Concerned Citizens
Z1100|Congressman Joe Barton Cmte
D2000|Orbital ATK
K1000|Cohen & Grigsby
|Buchanan
F2100|Legg Mason
Z1200|David Price for Congress
|JAPANESE AMERICAN REPUBLICANS                     
|HARRIS BEACH PLLC POLITICAL COMMITTEE FEDERAL     
L1400|Suffolk County Police Benevolent Assn
F5500|ESOP Assn
H1120|American Academy of Ophthalmology
|NATIONAL ASSOCIATION OF METAL FINISHERS POLITICAL 
G6400|PGA Tour
F1100|Texas Bankers Assn
C5100|Hewlett-Packard
Z1200|Markey Cmte
|COMMITTEE FOR PROGRESSIVE CONGRESS                
Z1200|Congressman Bart Gordon Cmte
F3300|Northwestern Mutual Life Insurance
T9400|Auto Club of Michigan
Z1100|Citizens for Bunning
Z1100|Texans for Lamar Smith
F3200|Blue Cross/Blue Shield of Kansas
H3700|Anthem Inc
H5300|Jones International
Z1100|Friends of Jim Saxton
A1400|American Pistachio Growers
C2000|Walt Disney Co
C4500|Cablevision Systems
H1110|American Assn/Marriage & Family Therapy
H5300|DeVry Inc
JH100|West Los Angeles Health PAC
H4500|Genentech Inc
Z1200|Mikulski for Senate Cmte
G1000|Manufacturer & Business Assn
E1150|Tidewater Inc
H2100|Voluntary Hospitals of America
H1750|American Society of Consultant Pharmacists
H4300|GlaxoSmithKline
F3200|Blue Cross/Blue Shield of Illinois
J5100|MOPAC
B5400|Owens Corning
G2200|Hershey Co
A6500|Iowa Farm Bureau
Z1100|Upton for All of Us
F1100|Synovus Financial Corp
G5210|Fleishman-Hillard Inc
A4000|Farmers Grain Terminal Inc
Z1100|Royce Campaign Cmte
E1620|Scana Corp
|NORTHCOAST POLITICAL ACTION COMMITTEE             
|INTERGRAPH CORPORATION POLITICAL ACTION COMMITTEE 
Z1200|Tim Johnson for South Dakota
K2000|Burson-Marsteller
A3000|National Pork Producers Council
|JAFFE
Z1200|Willie Carter for President Cmte
E5000|National Rural Water Assn
Z1200|John Lewis for Congress
J7150|Prochoice Voter
J2200|Senate Victory Fund
L1400|Houston Fire Fighters Union
Z1200|Herb Kohl for US Senate
G5400|National Funeral Directors Assn
A4200|Deere & Co
E1700|FuelCell Energy
Z1200|Friends for Harry Reid
J5100|Bi-County PAC
|KING & SPALDING NONPARTISAN COMMITTEE FOR GOOD GOV
|ENGINEERS AND ARCHITECTS ASSOCIATION/POLITICAL ACT
|NORTH SHORE BANK PAC                              
K1000|Van Ness Feldman
|CALIFORNIA TOMATO GROWERS ASSOCIATION PA
E1600|Ameren Corp
LB100|Plumbers/Pipefitters Union Local 533
J7120|South Carolina Citizens for Life
|NEWMONT MINING CORPORATION PAC                    
M4200|Xerox Corp
A4300|AG Processing
Z5100|Shasta Country Republican Central Cmte
G5290|Brink's Co
|NBT PAC FEDERAL FUND                              
Z5200|Tenth Cong District Democratic Cmte of Virginia
G5200|National Custom Brokers Assn
Z1100|Friends of Jim Inhofe
E1600|Empire District Electric
G7000|Management & Training Corp
J7120|Arkansas Right to Life
D9000|Mantech International
Z5200|Democratic Party of Nevada
LB100|Plumbers/Pipefitters Union Local 467
Z5200|Eighth District Democratic Cmte
F3100|American Fidelity Corp
|GKN AEROSPACE INC POLITICAL ACITON COMMITTEE FKA G
H2100|OhioHealth Corp
H1700|American Speech-Language-Hearing Assn
A1600|Alabama Peanut Producers Assn
F3100|AON Corp
F5100|Deloitte LLP
A3000|Texas & Southwestern Cattle Raisers
Z5200|Democratic Party of Delaware
|ACT DEMOCRATIC VICTORY FUND                       
K1000|Stoll Keenon Ogden
C5400|Duchossois Group
A2000|Cheese Importers Assn of America
|KELLY SERVICES INC POLITICAL ACTION COMMITTEE (KEL
Z5200|Democratic Party of Hawaii
|HALFF ASSOCIATES FED PAC                          
H5300|Association of Private Sector Colleges/Univs
T9100|Hilton Worldwide
K1000|K&L Gates
A1400|A Duda & Sons
B5100|Holcim US
|IOWA RIGHT TO LIFE COMMITTEE PAC                  
Z1200|Nancy Pelosi for Congress
Z1200|Louise Slaughter Re-Election Cmte
L1500|Letter Carriers Local 193
F3200|Delta Dental Plans Assn
A1300|Universal Leaf Tobacco
A1600|American Peanut Shellers Assn
G2400|Delhaize America
|L BRANDS
|HUNTER ENGINEERING COMPANY POLITICAL ACTION COMMIT
|FLSMIDTH INC POLITICAL ACTION COMMITTEE           
LB100|Laborers Union/New Jersey
|COUNCIL OF PRODUCERS AND DISTRIBUTORS OF AGROTECHN
B4000|STV Group
F1100|SunTrust Banks
A6500|Texas Farm Bureau
|
B1000|Tennessee Road Builders Assn
F2110|Fidelity Investments
A1300|Swedish Match North America
T4100|Greyhound Lines
F3200|Blue Cross/Blue Shield of Arizona
H4300|Sanofi-Pasteur Inc
E1320|General Atomics
E1140|ONEOK Inc
E1610|Idaho ACRE
G2500|McLane Co
C5130|American Systems Corp
Z1100|Christopher Shays for Congress Cmte
Z1200|DeFazio for Congress
K1000|Dentons US
H1130|Anesthesia Service Medical Group
|ELECTRIC EMPLOYEES COMMITTEE OF THE UNITED ILLUMIN
F2100|Security Benefit Group
Z5200|Democratic Party Cmte Abroad
J2400|KITPAC 2
A6500|North Carolina Farm Bureau
M2200|Materion Corp
K1000|Arnold & Porter
H1120|Outpatient Ophthalmic Surgery Society
T6200|Maersk Inc
G4000|International Council of Shopping Cntrs
H2100|Arizona Hospital & Healthcare Assn
G2850|Southern Wine & Spirits
|LAWYERS FOR BETTER GOVERNMENT - FEDERAL           
|CONSERVATIVE VICTORY COMMITTEE                    
F1100|TCF Financial
G2400|Sheetz Inc
J2400|New Republican Majority Fund
F3300|National Structured Settlements Trade Assn
LB100|Operating Engineers Local 12
T2500|Enterprise Rent-A-Car
T9100|Starwood Hotels & Resorts Worldwide
Z1200|Nita Lowey for Congress
A1600|Riceland Foods
E1610|Basin Electric Power Co-Op
|Orrick
LB100|Laborers Union/New York
|Vorys
T6200|Crescent River Port Pilots
J7120|Tennessee Right to Life PAC
F1100|Massachusetts Bankers Assn
Z5100|Republican Finance Cmte of Hamilton County
Z5200|Fifth Congressional District Democratic Party
Z1200|Citizens for Joe Kennedy 1988
Z1200|Friends for Jim McDermott
Z1200|Friends of John Tanner
Z1100|Christopher Cox Congressional Cmte
F1200|Great Southern Bank
G2500|Services Group of America
Z1100|Committee to Re-Elect Dana Rohrabacher
Z5200|Philip A Hart Democratic Club
|HARLEY-DAVIDSON INC POLITICAL ACTION COMMITTEE (HA
|GRAYROBINSON
Z1200|Don Payne for Congress
|PLUMBERS & PIPEFITTERS UNION LOCAL 675 AFL-CIO POL
K1000|McGuireWoods LLP
LB100|Operating Engineers Local 649
J2400|Tipperary Hill PAC
K1000|Adams & Reese
Z1200|Richard E Neal for Congress Cmte
E1600|Energy Future Holdings Corp
F4300|Stewart Title Guaranty
Z1200|Pallone for Congress
C5120|Microsoft Corp
F5100|Ernst & Young
E1600|PPL Corp
J7120|California Pro Life Council
|THIRD DISTRICT BREAKFAST CLUB                     
C2600|ASCAP
K1000|Roetzel & Andress
F1100|Community Bancshares of Mississippi
Z1100|Duncan for Congress
F3400|Chubb Corp
F1200|Provident Bank/NJ
